#auto generated file!
180.0;3;1;1
186.0;3;1;1
192.0;3;1;1
198.0;3;1;1
204.0;3;1;1
210.0;3;1;1
216.0;3;1;1
222.0;3;1;1
228.0;3;1;1
234.0;3;1;1
240.0;3;1;1
246.0;3;1;1
252.0;3;1;1
258.0;3;1;1
264.0;3;1;1
270.0;3;1;1
276.0;3;1;1
282.0;3;1;1
288.0;3;1;1
294.0;3;1;1
300.0;3;1;1
306.0;3;1;1
312.0;3;1;1
318.0;3;1;1
324.0;3;1;1
330.0;3;1;1
336.0;3;1;1
342.0;3;1;1
348.0;3;1;1
354.0;3;1;1
360.0;3;1;1
366.0;3;1;1
372.0;3;1;1
378.0;3;1;1
384.0;3;1;1
390.0;3;1;1
396.0;3;1;1
402.0;3;1;1
408.0;3;1;1
414.0;3;1;1
420.0;3;1;1
426.0;3;1;1
432.0;3;1;1
438.0;3;1;1
444.0;3;2;0
450.0;3;1;1
456.0;3;1;1
462.0;3;1;1
468.0;3;1;1
474.0;3;1;1
480.0;3;1;1
486.0;3;1;1
492.0;3;1;1
498.0;3;1;1
504.0;3;1;1
510.0;3;1;1
516.0;3;1;1
522.0;3;0;2
528.0;3;0;2
534.0;3;0;2
540.0;3;0;2
546.0;3;0;2
552.0;3;0;2
558.0;3;0;2
564.0;3;0;2
570.0;3;0;2
576.0;3;0;2
582.0;3;0;2
588.0;3;0;2
594.0;3;0;2
600.0;3;0;2
606.0;3;0;2
612.0;3;0;2
618.0;3;0;2
624.0;3;0;2
630.0;3;0;2
636.0;3;0;2
642.0;3;0;2
648.0;3;1;1
654.0;3;1;1
660.0;3;1;1
666.0;3;1;1
672.0;3;1;1
678.0;3;1;1
684.0;3;1;1
690.0;3;1;1
696.0;3;1;1
702.0;3;1;1
708.0;3;1;1
714.0;3;1;1
720.0;3;1;1
726.0;3;1;1
732.0;3;1;1
738.0;3;0;2
744.0;2;1;2
750.0;2;1;2
756.0;2;1;2
762.0;2;1;2
768.0;2;1;2
774.0;2;1;2
780.0;2;1;2
786.0;2;1;2
792.0;1;2;2
798.0;1;2;2
804.0;1;2;2
810.0;1;2;2
816.0;1;2;2
822.0;1;2;2
828.0;1;2;2
834.0;1;2;2
840.0;1;1;3
846.0;1;1;3
852.0;1;1;3
858.0;1;1;3
